Title,Link
바디프랜드, “10년간 치료보조기기 특허출원 803건...최다”,https://www.boannews.com/media/view.asp?idx=138683&page=1&kind=1
[한국정보공학기술사 보안을 論하다-21] 기업 내 공급망 보안 관리 전략,https://www.boannews.com/media/view.asp?idx=138679&page=1&kind=3
“이메일 파일 클릭하니 해킹”…北 연계 해킹 조직 ‘스카크러프트’, 한국 노린다,https://www.boannews.com/media/view.asp?idx=138678&page=1&kind=1
콜롬비아대 해킹으로 87만명 개인정보 유출…핵티비스트 소행,https://www.boannews.com/media/view.asp?idx=138674&page=1&kind=1
[특별기고] 디지털 협업 시대, 해킹으로부터 회의를 지키는 방법,https://www.boannews.com/media/view.asp?idx=138664&page=1&kind=6
“사진 속 그녀 알고 보니 아프리카 남성”…美 법원 로맨스스캠 혐의 가나 국적 3인 체포,https://www.boannews.com/media/view.asp?idx=138670&page=1&kind=1
미 법원, “메타, 여성 건강 앱 민감정보 불법 수집했다”...개인정보보호법 위반 인정,https://www.boannews.com/media/view.asp?idx=138667&page=1&kind=1
[배종찬의 보안 빅데이터] 구글의 정밀지도 요구, 왜 문제인가,https://www.boannews.com/media/view.asp?idx=138666&page=1&kind=1
또 덮친 국가배후 해킹…“사이버안보비서관·국정원 3차장 인선 시급”,https://www.boannews.com/media/view.asp?idx=138663&page=1&kind=1
지온컨설팅, WIPO 日-英 번역사업 재선정...亞 유일 복수언어 동시 수행기관 등극,https://www.boannews.com/media/view.asp?idx=138665&page=1&kind=1
KISIA 자율보안협의체, 정보보호기업 자율 보안 수칙 개발 자문회의 개최,https://www.boannews.com/media/view.asp?idx=138689&page=1&kind=2
에스에스앤씨-HSPACE, 데프콘 ICS부문 CTF 우승,https://www.boannews.com/media/view.asp?idx=138684&page=1&kind=4
이통 3사 출자 펀드, AI 3대 강국 도약 투자,https://www.boannews.com/media/view.asp?idx=138675&page=1&kind=2
EMP 위협 공동 대응 위해 민관 ‘맞손’,https://www.boannews.com/media/view.asp?idx=138680&page=1&kind=2
마에스트로 포렌식, ‘해킹 및 악성코드 탐지 분석 침해사고 조사 세미나’ 개최,https://www.boannews.com/media/view.asp?idx=138681&page=1&kind=3
[ISEC 2025 미리보기] 피앤피시큐어, 진화하는 보안 환경 위한 핵심 기술 공개,https://www.boannews.com/media/view.asp?idx=138649&page=1&kind=3
