Title,Link
[월드시큐 황.당.사] 블랙락 랜섬웨어의 약진 外,https://www.boannews.com/media/view.asp?idx=136081&page=1&kind=1
KISIA, 융합보안 인력양성 교육생 모집,https://www.boannews.com/media/view.asp?idx=136091&page=1&kind=1
[오늘의 보안 영어] ramp up,https://www.boannews.com/media/view.asp?idx=136082&page=1&kind=4
[배종찬의 보안 빅데이터] 성심당 빵마저 피하지 못하는 ‘해킹’,https://www.boannews.com/media/view.asp?idx=136073&page=1&kind=1
개인정보위·서울시, ‘개인정보보호’ 강화 맞손,https://www.boannews.com/media/view.asp?idx=136053&page=1&kind=2
[미리보는 SECON 2025] 여의시스템,https://www.boannews.com/media/view.asp?idx=136018&page=1&kind=3
[미리보는 SECON 2025] 엠폴,https://www.boannews.com/media/view.asp?idx=136000&page=1&kind=3
[미리보는 SECON 2025] 엠아이케이스캔,https://www.boannews.com/media/view.asp?idx=135999&page=1&kind=3
[미리보는 SECON 2025] 엠스톤,https://www.boannews.com/media/view.asp?idx=135998&page=1&kind=3
AI기본법·국가 망 보안 체계..‘CISO 포럼’서 심층 논의,https://www.boannews.com/media/view.asp?idx=135981&page=1&kind=1
[미리보는 eGISEC 2025] 엘세븐시큐리티,https://www.boannews.com/media/view.asp?idx=136095&page=1&kind=3
시큐브, ‘랜섬웨어 공격 탐지’ 한국특허 취득,https://www.boannews.com/media/view.asp?idx=136092&page=1&kind=3
[미리보는 eGISEC 2025] 엔피코어,https://www.boannews.com/media/view.asp?idx=136093&page=1&kind=3
[미리보는 eGISEC 2025] 엔트리연구원,https://www.boannews.com/media/view.asp?idx=136090&page=1&kind=3
정원주 대우건설 회장, 한국건설경영협회 신임 회장 선출,https://www.boannews.com/media/view.asp?idx=136088&page=1&kind=3
[미리보는 eGISEC 2025] 엔시큐어 주식회사,https://www.boannews.com/media/view.asp?idx=136089&page=1&kind=3
[미리보는 eGISEC 2025] 엑소스피어랩스,https://www.boannews.com/media/view.asp?idx=136087&page=1&kind=3
[미리보는 eGISEC 2025] 에어큐브,https://www.boannews.com/media/view.asp?idx=136086&page=1&kind=3
[미리보는 eGISEC 2025] 에어코드,https://www.boannews.com/media/view.asp?idx=136085&page=1&kind=3
[미리보는 eGISEC 2025] 에스케어,https://www.boannews.com/media/view.asp?idx=136084&page=1&kind=3
[미리보는 eGISEC 2025] 에스에스앤씨,https://www.boannews.com/media/view.asp?idx=136083&page=1&kind=3
[미리보는 eGISEC 2025] 에스에스알,https://www.boannews.com/media/view.asp?idx=136079&page=1&kind=3
[미리보는 eGISEC 2025] 안랩,https://www.boannews.com/media/view.asp?idx=136078&page=1&kind=3
[미리보는 eGISEC 2025] 아이티스테이션,https://www.boannews.com/media/view.asp?idx=136077&page=1&kind=3
[미리보는 eGISEC 2025] 아이티로그인,https://www.boannews.com/media/view.asp?idx=136076&page=1&kind=3
[미리보는 eGISEC 2025] 아이넵,https://www.boannews.com/media/view.asp?idx=136075&page=1&kind=3
[미리보는 eGISEC 2025] 시큐어키,https://www.boannews.com/media/view.asp?idx=136072&page=1&kind=3
[미리보는 eGISEC 2025] 시큐어레터,https://www.boannews.com/media/view.asp?idx=136071&page=1&kind=3
[미리보는 eGISEC 2025] 시큐레이어,https://www.boannews.com/media/view.asp?idx=136070&page=1&kind=3
[미리보는 eGISEC 2025] 시만텍,https://www.boannews.com/media/view.asp?idx=136069&page=1&kind=3
카스퍼스키 CWS 업데이트..보안·확장성 강화,https://www.boannews.com/media/view.asp?idx=136062&page=2&kind=3
세이퍼존, MS365 정보유출 막는다,https://www.boannews.com/media/view.asp?idx=136058&page=2&kind=3
[미리보는 eGISEC 2025] 스플래시탑,https://www.boannews.com/media/view.asp?idx=136068&page=2&kind=3
[미리보는 eGISEC 2025] 스패로우,https://www.boannews.com/media/view.asp?idx=136067&page=2&kind=3
[미리보는 eGISEC 2025] 스냅태그,https://www.boannews.com/media/view.asp?idx=136066&page=2&kind=3
[미리보는 eGISEC 2025] 소프트캠프,https://www.boannews.com/media/view.asp?idx=136065&page=2&kind=3
[미리보는 eGISEC 2025] 센스톤,https://www.boannews.com/media/view.asp?idx=136064&page=2&kind=3
[미리보는 eGISEC 2025] 세이퍼존,https://www.boannews.com/media/view.asp?idx=136063&page=2&kind=3
[미리보는 eGISEC 2025] 삼오씨엔에스,https://www.boannews.com/media/view.asp?idx=136061&page=2&kind=3
[미리보는 eGISEC 2025] 블루문소프트,https://www.boannews.com/media/view.asp?idx=136060&page=2&kind=3
[미리보는 eGISEC 2025] 벨로크,https://www.boannews.com/media/view.asp?idx=136059&page=2&kind=3
[인사] 과학기술정보통신부,https://www.boannews.com/media/view.asp?idx=136057&page=2&kind=2
LGU+, ‘블랙박스 모의해킹’ 진행..“역대 최장 기간”,https://www.boannews.com/media/view.asp?idx=136056&page=2&kind=3
삼성SDS, ‘2025년 5대 사이버 보안 위협’ 발표,https://www.boannews.com/media/view.asp?idx=136048&page=2&kind=3
항공보안협, ‘항공보안’ 맞춤형 인재 양성 나선다,https://www.boannews.com/media/view.asp?idx=136055&page=2&kind=2
[미리보는 eGISEC 2025] 한드림넷,https://www.boannews.com/media/view.asp?idx=136054&page=2&kind=3
[미리보는 eGISEC 2025] 한결피아이에프,https://www.boannews.com/media/view.asp?idx=136052&page=2&kind=3
[미리보는 eGISEC 2025] 피앤피시큐어,https://www.boannews.com/media/view.asp?idx=136051&page=2&kind=3
[미리보는 eGISEC 2025] 프라이빗테크놀로지,https://www.boannews.com/media/view.asp?idx=136050&page=2&kind=3
[미리보는 eGISEC 2025] 퓨쳐시스템,https://www.boannews.com/media/view.asp?idx=136049&page=2&kind=3
