Title,Link
[인사] 과학기술정보통신부,https://www.boannews.com/media/view.asp?idx=136057&page=1&kind=2
개인정보위·서울시, ‘개인정보보호’ 강화 맞손,https://www.boannews.com/media/view.asp?idx=136053&page=1&kind=2
[미리보는 eGISEC 2025] 한드림넷,https://www.boannews.com/media/view.asp?idx=136054&page=1&kind=3
[미리보는 eGISEC 2025] 한결피아이에프,https://www.boannews.com/media/view.asp?idx=136052&page=1&kind=3
[미리보는 eGISEC 2025] 피앤피시큐어,https://www.boannews.com/media/view.asp?idx=136051&page=1&kind=3
[미리보는 eGISEC 2025] 프라이빗테크놀로지,https://www.boannews.com/media/view.asp?idx=136050&page=1&kind=3
[미리보는 eGISEC 2025] 퓨쳐시스템,https://www.boannews.com/media/view.asp?idx=136049&page=1&kind=3
[미리보는 eGISEC 2025] 파이오링크,https://www.boannews.com/media/view.asp?idx=136047&page=1&kind=3
[미리보는 eGISEC 2025] 티유브이노르트코리아,https://www.boannews.com/media/view.asp?idx=136046&page=1&kind=3
[미리보는 eGISEC 2025] 라온시큐어,https://www.boannews.com/media/view.asp?idx=136045&page=1&kind=3
LGU+, ‘블랙박스 모의해킹’ 진행..“역대 최장 기간”,https://www.boannews.com/media/view.asp?idx=136056&page=1&kind=3
삼성SDS, ‘2025년 5대 사이버 보안 위협’ 발표,https://www.boannews.com/media/view.asp?idx=136048&page=1&kind=3
항공보안협, ‘항공보안’ 맞춤형 인재 양성 나선다,https://www.boannews.com/media/view.asp?idx=136055&page=1&kind=2
[미리보는 eGISEC 2025] 디지탈센스,https://www.boannews.com/media/view.asp?idx=136044&page=1&kind=3
[미리보는 eGISEC 2025] 듀얼오스,https://www.boannews.com/media/view.asp?idx=136043&page=1&kind=3
[미리보는 eGISEC 2025] 데이티스바넷,https://www.boannews.com/media/view.asp?idx=136042&page=1&kind=3
[미리보는 eGISEC 2025] 데이타시큐어,https://www.boannews.com/media/view.asp?idx=136041&page=1&kind=3
[미리보는 eGISEC 2025] 누리랩,https://www.boannews.com/media/view.asp?idx=136040&page=1&kind=3
[미리보는 eGISEC 2025] 노바소프트,https://www.boannews.com/media/view.asp?idx=136039&page=1&kind=3
[미리보는 eGISEC 2025] 넷앤드,https://www.boannews.com/media/view.asp?idx=136038&page=1&kind=3
[미리보는 eGISEC 2025] 나온웍스,https://www.boannews.com/media/view.asp?idx=136037&page=1&kind=3
[미리보는 eGISEC 2025] 기원테크,https://www.boannews.com/media/view.asp?idx=136036&page=1&kind=3
