Title,Link
이통 3사, MWC서  ‘AI보안’ 뽐낸다,https://www.boannews.com/media/view.asp?idx=136230&page=1&kind=3
검열 벗은 R1 변종, 中 민감 답변도 ‘술술’,https://www.boannews.com/media/view.asp?idx=136228&page=1&kind=1
2조원대 ‘사상 최대’ 이더리움 해킹..北 라자루스 지목,https://www.boannews.com/media/view.asp?idx=136229&page=1&kind=1
[배종찬의 보안 빅데이터] 트럼프도 못 막는 중국의 ‘제로데이’ 공격,https://www.boannews.com/media/view.asp?idx=136227&page=1&kind=1
[카드뉴스] 구글서 ‘교회’ 검색시, ‘교인’ 정보까지..개인정보 노출 문제!,https://www.boannews.com/media/view.asp?idx=136223&page=1&kind=1
산업보안한림원, 2025 상반기 정기총회 개최,https://www.boannews.com/media/view.asp?idx=136219&page=1&kind=2
[월드시큐 황.당.사] 프리랜서 개발자 노리는 북한 해커들 外,https://www.boannews.com/media/view.asp?idx=136220&page=1&kind=1
불법 다운로드 게이머, PC는 모네로 광산,https://www.boannews.com/media/view.asp?idx=136216&page=1&kind=1
김동호 메가존 부사장 “양자컴퓨팅, 2년 후 상용화”,https://www.boannews.com/media/view.asp?idx=136192&page=1&kind=1
[월드시큐 황.당.사] 토렌트 크랙 게임 주의보 外,https://www.boannews.com/media/view.asp?idx=136182&page=1&kind=1
인텔리빅스-통일안보전략연구소, 국방 분야 ‘맞손’,https://www.boannews.com/media/view.asp?idx=136226&page=1&kind=3
공공갈등관리협, 창립총회..이창무 초대 회장, “공공갈등, 국가경쟁력 피해 심각”,https://www.boannews.com/media/view.asp?idx=136225&page=1&kind=2
과기정통부, 생기원 찾아 현장 의견 수렴,https://www.boannews.com/media/view.asp?idx=136224&page=1&kind=2
성인식 모니터랩, “SaaS 플랫폼·AI보안 강화”..20주년 기념식서 밝혀,https://www.boannews.com/media/view.asp?idx=136221&page=1&kind=3
아마노코리아, 중앙비엠에스와 전략적 업무협약 체결,https://www.boannews.com/media/view.asp?idx=136193&page=1&kind=3
오큐솔루션, 게이티드 카메라 출시,https://www.boannews.com/media/view.asp?idx=136218&page=1&kind=3
[부고] 한국정보보호학회 진승헌 협력부회장 빙부상,https://www.boannews.com/media/view.asp?idx=136217&page=1&kind=1
[미리보는 eGISEC 2025] 케이사인·샌즈랩·에이아이딥,https://www.boannews.com/media/view.asp?idx=136215&page=1&kind=3
[미리보는 eGISEC 2025] 진네트웍스,https://www.boannews.com/media/view.asp?idx=136214&page=1&kind=3
[미리보는 eGISEC 2025] 지엔,https://www.boannews.com/media/view.asp?idx=136213&page=1&kind=3
[미리보는 eGISEC 2025] 지란지교에스앤씨,https://www.boannews.com/media/view.asp?idx=136212&page=1&kind=3
[미리보는 eGISEC 2025] 지란지교시큐리티,https://www.boannews.com/media/view.asp?idx=136211&page=1&kind=3
[미리보는 eGISEC 2025] 제이슨,https://www.boannews.com/media/view.asp?idx=136210&page=1&kind=3
[미리보는 eGISEC 2025] 잉카인터넷,https://www.boannews.com/media/view.asp?idx=136209&page=1&kind=3
[미리보는 SECON 2025] 인젠트,https://www.boannews.com/media/view.asp?idx=136208&page=1&kind=3
[미리보는 SECON 2025] 세종보안시스템,https://www.boannews.com/media/view.asp?idx=136207&page=1&kind=3
[미리보는 SECON 2025] 세이프네트워크,https://www.boannews.com/media/view.asp?idx=136206&page=1&kind=3
[미리보는 SECON 2025] 세이지,https://www.boannews.com/media/view.asp?idx=136205&page=1&kind=3
[미리보는 SECON 2025] 세오,https://www.boannews.com/media/view.asp?idx=136204&page=1&kind=3
[미리보는 SECON 2025] 세연테크,https://www.boannews.com/media/view.asp?idx=136203&page=1&kind=3
[미리보는 SECON 2025] 세렉스,https://www.boannews.com/media/view.asp?idx=136202&page=2&kind=3
[미리보는 SECON 2025] 성화에프티,https://www.boannews.com/media/view.asp?idx=136201&page=2&kind=3
[미리보는 SECON 2025] 성창,https://www.boannews.com/media/view.asp?idx=136200&page=2&kind=3
[미리보는 SECON 2025] 새눈,https://www.boannews.com/media/view.asp?idx=136199&page=2&kind=3
[미리보는 SECON 2025] 사이테크놀로지스,https://www.boannews.com/media/view.asp?idx=136198&page=2&kind=3
[미리보는 SECON 2025] 사이버링크,https://www.boannews.com/media/view.asp?idx=136197&page=2&kind=3
[미리보는 SECON 2025] 비전정보통신,https://www.boannews.com/media/view.asp?idx=136196&page=2&kind=3
[미리보는 SECON 2025] 비알인포텍,https://www.boannews.com/media/view.asp?idx=136195&page=2&kind=3
[미리보는 SECON 2025] 버카다코리아,https://www.boannews.com/media/view.asp?idx=136194&page=2&kind=1
[미리보는 SECON 2025] 미래시스템,https://www.boannews.com/media/view.asp?idx=136191&page=2&kind=3
버카다 vs. LS사우타, 물리보안 ‘맞손’,https://www.boannews.com/media/view.asp?idx=136175&page=2&kind=3
영상정보조합, 정부 정보보호센터 고도화 “환영”,https://www.boannews.com/media/view.asp?idx=136174&page=2&kind=2
금보원, 금융권 AI모델 보안성 평가,https://www.boannews.com/media/view.asp?idx=136181&page=2&kind=2
1250억 규모 ‘글로벌 TOP 전략연구단’  21개 제안서 선정,https://www.boannews.com/media/view.asp?idx=136184&page=2&kind=2
[미리보는 SECON 2025] 미래시그널,https://www.boannews.com/media/view.asp?idx=136190&page=2&kind=3
시큐어원, 창립 20주년 맞아 5개년 비전 수립,https://www.boannews.com/media/view.asp?idx=136189&page=2&kind=3
[미리보는 SECON 2025] 뮤트론,https://www.boannews.com/media/view.asp?idx=136188&page=2&kind=3
[미리보는 SECON 2025] 모빌린트,https://www.boannews.com/media/view.asp?idx=136187&page=2&kind=3
[미리보는 SECON 2025] 마미엘,https://www.boannews.com/media/view.asp?idx=136186&page=2&kind=3
[미리보는 SECON 2025] 렉스젠,https://www.boannews.com/media/view.asp?idx=136185&page=2&kind=3
[사람과 보안] 영국이 AI안전연구소를 ‘보안’연구소로 바꾼 까닭,https://www.boannews.com/media/view.asp?idx=136183&page=3&kind=1
“제주항공 사고 재발 방지”..항공안전 3법 발의,https://www.boannews.com/media/view.asp?idx=136179&page=3&kind=2
코오롱베니트, 데이터 보안 비즈니스 확대,https://www.boannews.com/media/view.asp?idx=136177&page=3&kind=3
[미리보는 SECON 2025] 딥노이드,https://www.boannews.com/media/view.asp?idx=136172&page=3&kind=3
[미리보는 SECON 2025] 도구공간,https://www.boannews.com/media/view.asp?idx=136171&page=3&kind=3
[미리보는 SECON 2025] 데이타프로텍,https://www.boannews.com/media/view.asp?idx=136170&page=3&kind=3
[미리보는 SECON 2025] 댐코씨에스아이,https://www.boannews.com/media/view.asp?idx=136169&page=3&kind=3
[미리보는 SECON 2025] 다원테크,https://www.boannews.com/media/view.asp?idx=136168&page=3&kind=3
[미리보는 SECON 2025] 다누시스,https://www.boannews.com/media/view.asp?idx=136166&page=3&kind=1
[미리보는 SECON 2025] 누리콘,https://www.boannews.com/media/view.asp?idx=136165&page=3&kind=3
[미리보는 SECON 2025] 노비텍,https://www.boannews.com/media/view.asp?idx=136164&page=3&kind=3
[미리보는 SECON 2025] 넥스텝,https://www.boannews.com/media/view.asp?idx=136163&page=3&kind=3
[미리보는 SECON 2025] 네이즈,https://www.boannews.com/media/view.asp?idx=136162&page=3&kind=3
[미리보는 SECON 2025] 그린아이티코리아,https://www.boannews.com/media/view.asp?idx=136161&page=3&kind=3
[미리보는 SECON 2025] 가시,https://www.boannews.com/media/view.asp?idx=136160&page=3&kind=3
[미리보는 SECON 2025] 가나이엔지,https://www.boannews.com/media/view.asp?idx=136159&page=3&kind=3
[미리보는 SECON 2025] SHENZHEN VIANS ELECTRIC LOCK,https://www.boannews.com/media/view.asp?idx=136158&page=3&kind=3
[미리보는 SECON 2025] Shenzhen Union Timmy Technology,https://www.boannews.com/media/view.asp?idx=136157&page=3&kind=3
[미리보는 SECON 2025] 네트워크 옵틱스,https://www.boannews.com/media/view.asp?idx=136156&page=3&kind=3
[미리보는 SECON 2025] 마이크로시스템,https://www.boannews.com/media/view.asp?idx=136155&page=3&kind=3
[미리보는 SECON 2025] JIANGXI TRACE OPTICAL,https://www.boannews.com/media/view.asp?idx=136154&page=4&kind=3
[미리보는 SECON 2025] 엘릭티스 HK 리미티드,https://www.boannews.com/media/view.asp?idx=136152&page=4&kind=3
[미리보는 SECON 2025] 인콘,https://www.boannews.com/media/view.asp?idx=136153&page=4&kind=3
[미리보는 SECON 2025] 인빅,https://www.boannews.com/media/view.asp?idx=136151&page=4&kind=3
[미리보는 SECON 2025] 모토로라솔루션코리아,https://www.boannews.com/media/view.asp?idx=136148&page=4&kind=3
[미리보는 SECON 2025] 인더스비젼,https://www.boannews.com/media/view.asp?idx=136150&page=4&kind=3
[미리보는 SECON 2025] 이화트론,https://www.boannews.com/media/view.asp?idx=136149&page=4&kind=3
[미리보는 SECON 2025] 이즈넷,https://www.boannews.com/media/view.asp?idx=136147&page=4&kind=3
[미리보는 SECON 2025] 이언시스템,https://www.boannews.com/media/view.asp?idx=136146&page=4&kind=3
[미리보는 SECON 2025] 이노뎁,https://www.boannews.com/media/view.asp?idx=136145&page=4&kind=3
[미리보는 SECON 2025] 유니버스에이아이,https://www.boannews.com/media/view.asp?idx=136144&page=4&kind=3
[미리보는 SECON 2025] 원우이엔지,https://www.boannews.com/media/view.asp?idx=136143&page=4&kind=3
