Title,Link
美 이란 핵시설 직접 타격...트럼프 “이란, 전쟁 종식 동의해야”,https://www.boannews.com/media/view.asp?idx=137767&page=1&kind=1
KT, 한국통신학회 학술행사에서 ‘AI 시대 사이버 보안’ 특별세션,https://www.boannews.com/media/view.asp?idx=137760&page=1&kind=3
[정책제언] “AI 사이버보안 국가역량 3대 구심체 마련”,https://www.boannews.com/media/view.asp?idx=137762&page=1&kind=1
KISA, 제7기 국민참여단 발대식 개최…국민과 함께하는 정보보호 정책 시동,https://www.boannews.com/media/view.asp?idx=137761&page=1&kind=3
160억건 로그인 정보 유출…기업·개인 보안 빨간불,https://www.boannews.com/media/view.asp?idx=137757&page=1&kind=1
특허청, 한류상표 우선 심사…“처리기간 20% 단축”,https://www.boannews.com/media/view.asp?idx=137759&page=1&kind=2
단톡방에 주소 공유 껄끄러웠는데...카카오톡에 스포 방지 기능 추가,https://www.boannews.com/media/view.asp?idx=137758&page=1&kind=3
우리 기술 ‘독자 AI 파운데이션 모델’ 만들 정예 팀 찾는다,https://www.boannews.com/media/view.asp?idx=137755&page=1&kind=2
한국사이버안보학회, AI 시대 새 정부 사이버안보 전략 논의,https://www.boannews.com/media/view.asp?idx=137754&page=1&kind=2
클릭 안했는데 쿠팡 광고로 이동...방통위, 쿠팡  ‘납치광고’ 조사 착수,https://www.boannews.com/media/view.asp?idx=137752&page=1&kind=2
파트너사 함께한 기술 축제의 장...피앤피시큐어, 엔지니어링 챌린지 성료,https://www.boannews.com/media/view.asp?idx=137766&page=1&kind=3
카이스트, AI 활용한 ‘보이스피싱 선제 대응 기술’ 연구,https://www.boannews.com/media/view.asp?idx=137765&page=1&kind=2
[부고] 이재용 KB국민은행 CISO 모친상,https://www.boannews.com/media/view.asp?idx=137764&page=1&kind=1
한국퀀텀컴퓨팅, ‘퀀텀코리아 2025’서 양자컴퓨팅·AI 인프라 서비스 소개,https://www.boannews.com/media/view.asp?idx=137756&page=1&kind=3
SK쉴더스 AI ‘캡스 스마트냉난방’, 무더위 앞두고 수요 급증,https://www.boannews.com/media/view.asp?idx=137753&page=1&kind=3
인텔리빅스, 화성시에 'Gen AMS' 구축...AI로 시민 안전 지켜,https://www.boannews.com/media/view.asp?idx=137751&page=1&kind=1
iOmniscient, 윤리적 AI에 2000만 달러 보조금 지급 발표,https://www.boannews.com/media/view.asp?idx=137749&page=1&kind=3
씨게이트, 6월 25일 가산에서 기업 고객 대상 ‘팝업 카페 이벤트’ 개최,https://www.boannews.com/media/view.asp?idx=137747&page=1&kind=3
사이버안보연구소-숭실대 AI안전성연구센터, AI안보와 국제경쟁력 제고 모색,https://www.boannews.com/media/view.asp?idx=137750&page=1&kind=2
[카드뉴스] 삼성·구글 동시 경고! 6월 보안 업데이트 패치 배포,https://www.boannews.com/media/view.asp?idx=137748&page=1&kind=1
공개가 곧 방어...시큐아이, 버그바운티로 보안 사각 해소,https://www.boannews.com/media/view.asp?idx=137745&page=1&kind=1
카스퍼스키 “대금청구서 위장 악성코드 주의”,https://www.boannews.com/media/view.asp?idx=137746&page=1&kind=1
이스트소프트, 온디바이스 AI 휴먼 키오스크 선봬..앨런 LLM 납품,https://www.boannews.com/media/view.asp?idx=137743&page=1&kind=3
생성형 AI에 문서중앙화 연동까지...엠클라우독, ‘아이채터’ 출시 세미나 개최,https://www.boannews.com/media/view.asp?idx=137740&page=1&kind=1
넷스코프 “한국, 중요한 시장”…‘넷스코프 원’으로 한국 SASE·SSE 시장 공략 강화,https://www.boannews.com/media/view.asp?idx=137741&page=1&kind=5
SKT 집단분쟁조정 3510명 참여...개인정보위, 4건 중 2건 개시,https://www.boannews.com/media/view.asp?idx=137744&page=1&kind=1
SK쉴더스 “국내 대학·공공·기업, 전세계 랜섬웨어 그룹의 주요 타깃”,https://www.boannews.com/media/view.asp?idx=137742&page=1&kind=1
