Title,Link
“생성형 AI, 인종·민족 편견 담긴 답변 쉽게 유도할 수 있다”,https://www.boannews.com/media/view.asp?idx=137685&page=1&kind=2
[한국정보공학기술사 보안을 論하다-17] 공공 정보시스템 정보보호 현황 및 개선방향,https://www.boannews.com/media/view.asp?idx=137683&page=1&kind=2
아카마이 “아태 금융권 디도스 공격 3.45배 급증”,https://www.boannews.com/media/view.asp?idx=137681&page=1&kind=1
카이스트, 신종 보이스피싱 차단 온디바이스 AI 기술 개발 착수,https://www.boannews.com/media/view.asp?idx=137678&page=1&kind=2
파라과이 全 국민 개인정보 다크웹 유출…해커 먹이 된 중남미 국가들,https://www.boannews.com/media/view.asp?idx=137669&page=1&kind=1
[이슈칼럼] 디지털 본인인증 시대, 개인정보보호 교육의 사회적 긴급성과 제도적 대응,https://www.boannews.com/media/view.asp?idx=137508&page=1&kind=2
KISA, ‘암호모듈’ 개발 인력 양성 목적 무료 전문교육 실시,https://www.boannews.com/media/view.asp?idx=137676&page=1&kind=2
두나무, 보안 투자 비율 9.6%...삼성전자·SKT보다 높아,https://www.boannews.com/media/view.asp?idx=137667&page=1&kind=3
팔로알토 네트웍스, 전국 순회하며 AI 사이버전략 모색,https://www.boannews.com/media/view.asp?idx=137671&page=1&kind=3
[IP칼럼] 한국 IP업계, 글로벌시장 외면하나?,https://www.boannews.com/media/view.asp?idx=137668&page=1&kind=2
하이크비전, AI LMM 탑재 텍스트 검색 가능한 영상 감시 솔루션 ‘아큐시크 NVR’ 출시,https://www.boannews.com/media/view.asp?idx=137688&page=1&kind=3
[예스24 해킹] 예스24, 랜섬웨어 일주일 만에 대표이사 사과...1차 보상안 공지,https://www.boannews.com/media/view.asp?idx=137687&page=1&kind=1
개인정보전문가협회, 개인정보보호 컴플라이언스 마스터 과정 성료,https://www.boannews.com/media/view.asp?idx=137686&page=1&kind=3
소프트캠프만의 차별화된 비즈니스 제시한 ‘솔루션 데이 2025’,https://www.boannews.com/media/view.asp?idx=137684&page=1&kind=3
인스피언, 서울 주요 대학에 SAP 개인정보 접속기록 솔루션 공급,https://www.boannews.com/media/view.asp?idx=137682&page=1&kind=2
안보 AI 기술력 재확인한 ‘S2W’...인터폴 연례 컨퍼런스에서 기술 공유,https://www.boannews.com/media/view.asp?idx=137680&page=1&kind=2
안랩클라우드메이트, 생성형 AI 데이터 보안 서비스 ‘시큐어브리지’ 출시,https://www.boannews.com/media/view.asp?idx=137679&page=1&kind=3
개인정보위, CCTV 행동 수칙 공개...개인영상정보 보호 강조,https://www.boannews.com/media/view.asp?idx=137677&page=1&kind=2
트렌드마이크로, 엔비디아 AI 팩토리 전용 보안 프레임워크 공개,https://www.boannews.com/media/view.asp?idx=137675&page=1&kind=3
조달청, G-PASS 지정제도 개편으로 기업 수출노력 우대하고 부담 줄여,https://www.boannews.com/media/view.asp?idx=137674&page=1&kind=2
SK쉴더스, 지속가능경영 본격화... SBTi 온실가스 감축 진행,https://www.boannews.com/media/view.asp?idx=137672&page=1&kind=3
창립 25주년 인텔리빅스, 한강유람선에서 선상 공연 및 초일류기업 다짐 행사,https://www.boannews.com/media/view.asp?idx=137673&page=1&kind=3
파수, 정보보호 컨설팅으로 국내 자동차 기업 수출 지원,https://www.boannews.com/media/view.asp?idx=137670&page=1&kind=3
델 테크놀로지스, 데이터센터 전력 최적화를 위한 ‘컨셉 아스트로’ 공개,https://www.boannews.com/media/view.asp?idx=137666&page=1&kind=3
KISA, 기업 보안 강화 위한 ‘버그바운티 공동 운영사’ 모집,https://www.boannews.com/media/view.asp?idx=137665&page=1&kind=2
국가안보실 1차장에 김현종·2차장 임웅순·3차장 오현주 임명…AI수석에 하정우,https://www.boannews.com/media/view.asp?idx=137664&page=1&kind=2
[이슈칼럼] 디지털 의료기기, 헬스케어 사이버보안 규제 이슈,https://www.boannews.com/media/view.asp?idx=137507&page=1&kind=2
개인정보위,  AI 시대 개인정보 안전 주제로 모의재판 경연대회 개최,https://www.boannews.com/media/view.asp?idx=137663&page=1&kind=2
티피링크, 24시간 풀컬러 영상과 스마트 감지 기능 탑재한 네트워크 카메라 출시,https://www.boannews.com/media/view.asp?idx=137655&page=1&kind=3
美 법무부, 구글의 위즈 인수 계획 반독점 심사 착수,https://www.boannews.com/media/view.asp?idx=137662&page=1&kind=1
안랩, 베트남에서 제조업 특화 사이버보안 기술 선보여,https://www.boannews.com/media/view.asp?idx=137661&page=2&kind=3
[배종찬의 보안 빅데이터] 해킹에도 남녀 격차, 알고 있나요?,https://www.boannews.com/media/view.asp?idx=137660&page=2&kind=6
티피링크, 공간과 성능 잡은 Wi-Fi 6 공유기 ‘Archer AX1500’ 출시,https://www.boannews.com/media/view.asp?idx=137654&page=2&kind=3
인콘의 AI 기반 능동형 선별관제, 공공안전 혁신 선도,https://www.boannews.com/media/view.asp?idx=137653&page=2&kind=3
테르텐, “국방 무인이동체 사이버보안 검증 프레임워크 및 시험환경 개발 실무협의체 워크숍” 개최,https://www.boannews.com/media/view.asp?idx=137658&page=2&kind=2
[신간] 데이비드 월 교수의 ‘사이버 범죄’ 개정판,https://www.boannews.com/media/view.asp?idx=137659&page=2&kind=3
상주시, 2025년 개인정보보호 전문교육 및 실무협의회 개최,https://www.boannews.com/media/view.asp?idx=137657&page=2&kind=1
[예스24 해킹] 예스24 사이트 복구...e북 등 일부는 아직,https://www.boannews.com/media/view.asp?idx=137656&page=2&kind=1
[사람과 보안] “모든 국민이 첩보원이다?” 중국 국가정보법의 실체,https://www.boannews.com/media/view.asp?idx=137652&page=2&kind=1
개인정보위, 한국연구재단 개인정보 유출 조사 착수,https://www.boannews.com/media/view.asp?idx=137651&page=2&kind=1
딥시크 R1 위장한 멀웨어, 암호화폐 지갑 노린다,https://www.boannews.com/media/view.asp?idx=137644&page=2&kind=1
의료·교육기관 피해 급증...SK쉴더스, 1분기 랜섬웨어 보고서 발간,https://www.boannews.com/media/view.asp?idx=137650&page=2&kind=1
[SKT 해킹 사태] SKT 손해배상 소송, 580명 100만원 청구,https://www.boannews.com/media/view.asp?idx=137649&page=2&kind=1
