Title,Link
티오리한국, 독일 최대 해킹대회에서 상금 2000만원 획득,https://www.boannews.com/media/view.asp?idx=137606&page=1&kind=3
오픈AI, 챗GPT 악용한 국제 해커 그룹에 철퇴,https://www.boannews.com/media/view.asp?idx=137592&page=1&kind=1
이틀째 불통 예스24...랜섬웨어 공격이 원인이었다,https://www.boannews.com/media/view.asp?idx=137603&page=1&kind=1
대한민국항공보안협회, ‘드론·대드론위원회’ 초대 위원장에 오경호 단장 임명,https://www.boannews.com/media/view.asp?idx=137602&page=1&kind=2
[2024 개인정보보호 우수사례-5] 건강보험심사평가원, 17년 연속 최고등급...기관장 노력 인정받아,https://www.boannews.com/media/view.asp?idx=137574&page=1&kind=2
CCTV, 로봇청소기도 개인정보보호 중심 설계(PbD) 인증 받는다,https://www.boannews.com/media/view.asp?idx=137601&page=1&kind=2
A10 네트웍스, AI 및 LLM 인프라 보안 솔루션 발표,https://www.boannews.com/media/view.asp?idx=137598&page=1&kind=1
‘무용론’ ISMS 심사에 ‘모의해킹’ 추가하나...“실효성 높아져” 기대,https://www.boannews.com/media/view.asp?idx=137585&page=1&kind=2
스노우플레이크, 크런치데이터 인수,https://www.boannews.com/media/view.asp?idx=137591&page=1&kind=3
[제2의 SKT 해킹사태 대응 솔루션 리포트] ‘보안’ 잃기 전 ‘보안 솔루션’ 도입하기,https://www.boannews.com/media/view.asp?idx=137589&page=1&kind=5
티피링크 오마다, BE3600급 Wi-Fi 7 천장형 액세스 포인트 ‘EAP723’ 출시,https://www.boannews.com/media/view.asp?idx=137587&page=1&kind=3
인터엠-아큐리스, 스마트 보안 음향 솔루션 공동 개발 및 공급 확대 위한 MOU,https://www.boannews.com/media/view.asp?idx=137599&page=1&kind=3
조달청, 혁신제품 규제는 완화하고 기술·품질 우수성은 강화,https://www.boannews.com/media/view.asp?idx=137600&page=1&kind=2
‘파도’ 출범, 글로벌 진출 통한 K-보안 유니콘 목표,https://www.boannews.com/media/view.asp?idx=137597&page=1&kind=3
한국첨단안전산업협회, ‘2025 첨단안전산업 제품 및 기술 대상’ 신청 접수,https://www.boannews.com/media/view.asp?idx=137596&page=1&kind=3
