Title,Link
AI 기본法, ‘신뢰성’ 기반 기술 생태계 발전 모색,https://www.boannews.com/media/view.asp?idx=135623&page=1&kind=1
[보안 역사, 그날] 2006년에 모습 드러낸 카마수트라 웜과 작명 난제,https://www.boannews.com/media/view.asp?idx=135584&page=1&kind=1
[유경동의 IP전략] K-양자, 황금알 거위 배 갈라,https://www.boannews.com/media/view.asp?idx=135620&page=1&kind=6
MS, 시큐리티 코파일럿으로 보안시장 저변 확대,https://www.boannews.com/media/view.asp?idx=135621&page=1&kind=3
[CES 2025 결산④-글로벌 빅테크] CES, ‘숨은보안찾기’ 현장으로 탈바꿈,https://www.boannews.com/media/view.asp?idx=135613&page=1&kind=1
[오늘의 보안 영어] make good on,https://www.boannews.com/media/view.asp?idx=135618&page=1&kind=1
악성코드를 대신 배포해 주는 새로운 서비스, DaaS는 무엇인가,https://www.boannews.com/media/view.asp?idx=131915&page=1&kind=1
신제품 출시 샤오미, 까다로운 한국 소비자에 ‘데이터 보안’ 최우선 어필,https://www.boannews.com/media/view.asp?idx=135604&page=1&kind=3
[CES 2025 결산③-LG전자] 공감AI, ‘보안’이 책임,https://www.boannews.com/media/view.asp?idx=135596&page=1&kind=3
애플 맥OS의 보호 장치 SIP, 오히려 공격자들에게 특별 권한 부여,https://www.boannews.com/media/view.asp?idx=135593&page=1&kind=1
씨게이트, AI가 클라우드 스토리지의 성장동력,https://www.boannews.com/media/view.asp?idx=135626&page=1&kind=5
과기정통부, ‘연구보안’ 주제로 출연연과 현장 소통,https://www.boannews.com/media/view.asp?idx=135624&page=1&kind=2
이글루, 공격표면 관리 서비스 출시,https://www.boannews.com/media/view.asp?idx=135616&page=1&kind=3
KITRI-서울미디어大, 보안인재 양성 맞손,https://www.boannews.com/media/view.asp?idx=135619&page=1&kind=3
SOS랩 등 30개 품목, 조달청 혁신제품 피선,https://www.boannews.com/media/view.asp?idx=135617&page=1&kind=2
윈스-프라이빗테크놀로지, 제로트러스트 보안사업 본격화 위해 손잡았다,https://www.boannews.com/media/view.asp?idx=135611&page=1&kind=3
슈프리마, 차세대 엔터프라이즈 보안 솔루션으로 중동서 인기몰이,https://www.boannews.com/media/view.asp?idx=135610&page=1&kind=3
인포트렌드, HPC·미디어 위한 고밀도 스토리지 솔루션 공개,https://www.boannews.com/media/view.asp?idx=135608&page=1&kind=3
DJI, 올인원 카메라 드론 ‘DJI Flip’ 출시... 누구나 쉽게 항공 및 인물 촬영 가능,https://www.boannews.com/media/view.asp?idx=135607&page=1&kind=3
인텔리빅스, ‘Emerging AI Top 100’ 4년 연속 선정,https://www.boannews.com/media/view.asp?idx=135606&page=1&kind=3
2025년 보안 트렌드, ‘CCTV 보안 강화’와 ‘AI CCTV 구축 증가’ 등 꼽혀,https://www.boannews.com/media/view.asp?idx=135605&page=1&kind=3
조달청, 올해 조달계획 상반기 신속 집행... 역대 최대 규모 34조 5,000억원,https://www.boannews.com/media/view.asp?idx=135603&page=1&kind=2
펜타시큐리티, ‘클라우드브릭’으로 글로벌·B2C 사업 키운다,https://www.boannews.com/media/view.asp?idx=135602&page=1&kind=3
과기정통부, AI기본法 ‘하위법령 정비단’ 본격 출범,https://www.boannews.com/media/view.asp?idx=135601&page=1&kind=2
코콤, APT용 보안관제 솔루션 출시,https://www.boannews.com/media/view.asp?idx=135597&page=1&kind=3
한화비전, ‘AI 보안 솔루션’으로 오일머니 눈독,https://www.boannews.com/media/view.asp?idx=135598&page=1&kind=3
첨단안전협·가스안전공, 업무협약 체결...안전 분야 맞손,https://www.boannews.com/media/view.asp?idx=135600&page=1&kind=3
패스워드리스, 예방인증 솔루션 무료 배포,https://www.boannews.com/media/view.asp?idx=135594&page=1&kind=3
행정안전부, 국민안전·지방시대·디지털정부 핵심 3대 정책과제 추진,https://www.boannews.com/media/view.asp?idx=135592&page=1&kind=2
고도로 ‘은밀해진’ 카드 스키머 캠페인, 온라인 쇼핑몰 노려,https://www.boannews.com/media/view.asp?idx=135591&page=1&kind=1
2025년 강타할 사이버 보안 트렌드 TOP 5,https://www.boannews.com/media/view.asp?idx=135590&page=2&kind=3
새해 10大 트렌드, 사이버보안 판도를 바꾼다,https://www.boannews.com/media/view.asp?idx=135587&page=2&kind=3
[배종찬의 보안 빅데이터] CES에서 빛난 ‘Home AI’ 그리고 ‘보안’,https://www.boannews.com/media/view.asp?idx=135586&page=2&kind=3
[bnTV] 젠슨 황 엔비디아 CEO 한 마디... 양자 관련주 ‘출렁’,https://www.boannews.com/media/view.asp?idx=135575&page=2&kind=1
[인사] 한국지능정보사회진흥원(NIA),https://www.boannews.com/media/view.asp?idx=135582&page=2&kind=3
조달청, 신규 나라장터 오류 신속 대응... 3월초 개통,https://www.boannews.com/media/view.asp?idx=135581&page=2&kind=2
S2W, 싱가포르에 안보데이터 분석 플랫폼 수출,https://www.boannews.com/media/view.asp?idx=135577&page=2&kind=3
티피링크, 작지만 강한 무선 랜카드 신제품 2종 출시,https://www.boannews.com/media/view.asp?idx=135580&page=2&kind=3
지란지교소프트, 천명재 CSO 임명 “그룹 보안 체계 강화할 것”,https://www.boannews.com/media/view.asp?idx=135579&page=2&kind=3
[오늘의 보안 영어] brush off,https://www.boannews.com/media/view.asp?idx=135578&page=2&kind=1
[CES 2025 결산②-SK] ‘AI보안 기술·솔루션’에 전 세계 주목,https://www.boannews.com/media/view.asp?idx=135568&page=2&kind=3
[벤치마크] 안티바이러스 제품 10종, 랜섬웨어 탐지율 및 암호화 진행률 테스트 결과는?,https://www.boannews.com/media/view.asp?idx=135570&page=2&kind=5
개인정보위, “AI특례 도입→개인정보 규율 혁신”...새해 중점 추진책,https://www.boannews.com/media/view.asp?idx=135569&page=2&kind=2
하염없이 그대 뒤를 쫓았네, 잡을 수가 없었네, 얻은 것은 있었네,https://www.boannews.com/media/view.asp?idx=135574&page=2&kind=1
구직자들 두 번 울리는 피싱 공격자, 크라우드스트라이크 사칭해,https://www.boannews.com/media/view.asp?idx=135573&page=2&kind=1
[인터뷰] 중앙전파관리소 김정삼 소장 “보안 사각지대 놓인 지역·영세 기업 CISO 지원 강화”,https://www.boannews.com/media/view.asp?idx=135483&page=2&kind=6
국가 사이버 위협, ‘사이버 스파이더’로 꽁꽁,https://www.boannews.com/media/view.asp?idx=135562&page=2&kind=2
지란지교시큐리티-리얼시큐, 메일보안 맞손,https://www.boannews.com/media/view.asp?idx=135555&page=2&kind=3
라온시큐어, 통합인증 서비스로 연말정산 간편 로그인 지원,https://www.boannews.com/media/view.asp?idx=135556&page=2&kind=3
인텔리빅스, 관제 플랫폼 ‘Gen AMS’ CES서 호평,https://www.boannews.com/media/view.asp?idx=135559&page=2&kind=3
[CES 2025 결산①-삼성전자] 미래 홈AI 전략자산, ‘보안’,https://www.boannews.com/media/view.asp?idx=135560&page=3&kind=5
새마을금고 모바일 앱, 전산 장애로 한때 접속 불가,https://www.boannews.com/media/view.asp?idx=135565&page=3&kind=1
페스카로, HL클레무브와 자율주행 사이버보안 고도화 위한 KMS 구축 완료,https://www.boannews.com/media/view.asp?idx=135564&page=3&kind=3
네티스, 새해맞이 ‘와이파이 공유기’ 특가 이벤트,https://www.boannews.com/media/view.asp?idx=135563&page=3&kind=1
[이슈칼럼] 사이버 보안 강화 위한 선결과제,https://www.boannews.com/media/view.asp?idx=135561&page=3&kind=6
[오늘의 보안 영어] square off with,https://www.boannews.com/media/view.asp?idx=135558&page=3&kind=1
맥OS 생태계 위협하는 밴시스틸러에 주목해야 하는 이유,https://www.boannews.com/media/view.asp?idx=135553&page=3&kind=1
넷앤드, 정보보호 국제 표준 인증 ISO27001:2022 획득,https://www.boannews.com/media/view.asp?idx=135554&page=3&kind=3
미국에서 서두르고 있는 ‘데이터 브로커’ 규제 톺아보기,https://www.boannews.com/media/view.asp?idx=134916&page=3&kind=1
