Title,Link
안랩, 한글 문서 악용 RokRAT 악성코드 유포 포착,https://www.boannews.com/media/view.asp?idx=138286&page=1&kind=1
“지위 남용·담합 금지”...두나무, 공정거래 자율준수 서약,https://www.boannews.com/media/view.asp?idx=138285&page=1&kind=3
이글루코퍼레이션, AI 기반 선박 통합 보안관리 시스템 관련 특허 취득,https://www.boannews.com/media/view.asp?idx=138283&page=1&kind=3
“모처럼 불어온 보안 투자 바람 ‘눈먼 돈’ 그치지 않길”…박세준 티오리 대표 인터뷰  ①,https://www.boannews.com/media/view.asp?idx=138280&page=1&kind=3
스타트업 특허·상표 출원시, 자금조달 최대 17.1배↑,https://www.boannews.com/media/view.asp?idx=138273&page=1&kind=2
마이크로소프트, 쉐어포인트 원격 코드 실행 취약점 긴급 패치 실시,https://www.boannews.com/media/view.asp?idx=138266&page=1&kind=1
폴리스랩, AI로 치안 혁신...2030년까지 360억원 투입,https://www.boannews.com/media/view.asp?idx=138259&page=1&kind=2
NIA, 무선통신에 AI 적용 박차...‘AI-랜 얼라이언스 참여’,https://www.boannews.com/media/view.asp?idx=138261&page=1&kind=2
英, 애플에 백도어 요구하더니…미국 압박에 ‘진퇴양난’,https://www.boannews.com/media/view.asp?idx=138255&page=1&kind=2
[한국정보보호학회 칼럼] 에어갭, 마지막 보루는 여전히 안전한가?,https://www.boannews.com/media/view.asp?idx=138254&page=1&kind=6
다후아, DSS OneBox 경량형 워크스테이션 출시,https://www.boannews.com/media/view.asp?idx=138284&page=1&kind=3
씨프로, 단일 센서로 구현하는 스마트 파노라마 감시 솔루션,https://www.boannews.com/media/view.asp?idx=138282&page=1&kind=3
SGA솔루션즈, 시스템 접근제어 자회사 ‘SGN’ 합병…제로 트러스트 경쟁력 강화,https://www.boannews.com/media/view.asp?idx=138272&page=1&kind=3
인터넷망 차단 차등 적용 등, 개인정보 안정성 확보 기준 개정안 행정예고,https://www.boannews.com/media/view.asp?idx=138264&page=1&kind=2
“AI 보안은 선택 아닌 필수” AI보안연구회 주최 ‘2025 AI 보안 워크숍’ 성료,https://www.boannews.com/media/view.asp?idx=138265&page=1&kind=3
사이버작전사령부, 국가기술자격 우수과정 인증기관 선정,https://www.boannews.com/media/view.asp?idx=138262&page=1&kind=2
[ISEC 2025 미리보기] 에브리존, 안티랜섬웨어 솔루션 ‘화이트디펜더’로 진화된 보안 전략 제시,https://www.boannews.com/media/view.asp?idx=138251&page=1&kind=2
라온메타-맞추다, AI 기반 자격시험 학습 콘텐츠 MOU,https://www.boannews.com/media/view.asp?idx=138260&page=1&kind=3
K-보안 중동 수출 확대...AI 스페라, 중동 보안 기업 ‘체크섬’과 파트너십,https://www.boannews.com/media/view.asp?idx=138252&page=1&kind=3
피앤피시큐어 ‘FaceLocker’ 혁신제품 지정, 공공 보안시장 주도,https://www.boannews.com/media/view.asp?idx=138257&page=1&kind=3
노르마-인공지능팩토리, 양자 해커톤 ‘퀀텀 AI 경진대회’ 개최,https://www.boannews.com/media/view.asp?idx=138258&page=1&kind=3
[배종찬의 보안 빅데이터] 출입증부터 검증돼야 ‘찐’ 사이버 보안,https://www.boannews.com/media/view.asp?idx=138256&page=1&kind=1
[ISEC 2025 미리보기] 시큐레이어, AI 기반 K-SOAR ‘eyeCloudXOAR’ 공개...글로벌 공략 가속,https://www.boannews.com/media/view.asp?idx=138145&page=1&kind=3
상표·디자인 침해→패가망신...최대 5배 징벌 배상,https://www.boannews.com/media/view.asp?idx=138250&page=1&kind=2
[ISEC 2025 미리보기] 세일포인트, ‘아이덴티티 시큐리티 클라우드’로 전 세계 시장 선도 나서,https://www.boannews.com/media/view.asp?idx=138241&page=1&kind=3
티피링크, 와이파이6 지원 미니멀 디자인 공유기 ‘Archer AX3000’ 출시,https://www.boannews.com/media/view.asp?idx=138249&page=1&kind=3
한국공항보안-인천국제공항보안, 김포·제주국제공항 위험성 평가 합동 점검실시,https://www.boannews.com/media/view.asp?idx=138248&page=1&kind=3
보안 실무자 위한 기술 컨퍼런스 ‘안랩 테크 서밋 2025’ 성료,https://www.boannews.com/media/view.asp?idx=138247&page=1&kind=3
휴가 떠나기 전 보안 점검 하세요...에스원 보안 컨설팅 제공,https://www.boannews.com/media/view.asp?idx=138246&page=1&kind=3
[SGI서울보증 랜섬웨어] 개인정보 유출 우려 여전...“탈취 정보 다크웹 공개 협박 가능성”,https://www.boannews.com/media/view.asp?idx=138242&page=1&kind=1
美 입양기관, 민감정보 110만건 인터넷 노출... ‘최악의 개인정보 노출’ 논란,https://www.boannews.com/media/view.asp?idx=138239&page=2&kind=1
트렌드마이크로, 20년 연속 엔드포인트 보호 부문 가트너 매직 쿼드런트 리더 선정,https://www.boannews.com/media/view.asp?idx=138245&page=2&kind=3
[IP칼럼] 6하 원칙으로 본 ‘IP공시’,https://www.boannews.com/media/view.asp?idx=138244&page=2&kind=1
경북도청, 개인정보보호 자문위원회 회의 개최,https://www.boannews.com/media/view.asp?idx=138243&page=2&kind=2
한국항공보안학회, 항공보안 논문공모전 우수논문전 시상식 개최,https://www.boannews.com/media/view.asp?idx=138231&page=2&kind=3
다후아-두현, 2025 파트너스 한잔데이 개최,https://www.boannews.com/media/view.asp?idx=138240&page=2&kind=3
[단독] SGI서울보증 랜섬웨어, 금융보안원이 풀었다... ‘몸값’ 없이 서비스 재개,https://www.boannews.com/media/view.asp?idx=138237&page=2&kind=1
모니터랩, 쏘마 인수...엔드포인트 보안도 아울러,https://www.boannews.com/media/view.asp?idx=138238&page=2&kind=3
청년변호사 모임-솔티랩, 개인 데이터 주권과 법제 개선 위한 MOU 체결,https://www.boannews.com/media/view.asp?idx=138236&page=2&kind=3
[ISEC 2025 미리보기] 펜타시큐리티, ‘데이터 중심 보안’ 비전 제시,https://www.boannews.com/media/view.asp?idx=138234&page=2&kind=3
[ISEC 2025 미리보기] 두산디지털이노베이션, 공격 시뮬레이션 기반 EDR 평가 사례 및 전략 제시,https://www.boannews.com/media/view.asp?idx=138137&page=2&kind=3
[ISEC 2025 미리보기] 클라우드 기반 AI 통합 보안 솔루션, 한국 시장에서 빠르게 성장 중인 버카다,https://www.boannews.com/media/view.asp?idx=138135&page=2&kind=3
AI가 인터넷 찾아 보고서 쓰고, 식당 예약 해 준다...오픈AI 챗GPT 에이전트 출시,https://www.boannews.com/media/view.asp?idx=138235&page=2&kind=3
LG유플러스, 경기북부경찰청과 보이스피싱 예방 캠페인 나서,https://www.boannews.com/media/view.asp?idx=138233&page=2&kind=2
소만사, 마이터어택(MITRE ATT&CK) 2025 최신판 한글 리포트 공개,https://www.boannews.com/media/view.asp?idx=138232&page=2&kind=2
[사람과 보안] 이재명 정부 AI 전략을 다시 묻다④ “AI가 잘못했다면, 누가 책임지는가?”,https://www.boannews.com/media/view.asp?idx=138228&page=2&kind=2
마크 저커버그, 페이스북 개인정보 침해 피해 소송 80억달러에 극적 합의,https://www.boannews.com/media/view.asp?idx=138230&page=2&kind=1
수사 기관 통신 이용자 정보 요청 줄었다...국정원, 공수처만 증가,https://www.boannews.com/media/view.asp?idx=138229&page=2&kind=2
WP과사람학원, VIGI Insight S345ZI 적용해 비대면 교육 환경 구축,https://www.boannews.com/media/view.asp?idx=138227&page=2&kind=3
에이앤티코리아, 불꽃 감지 특화 IP 카메라 ‘APG-02FDI(FD)’ 출시,https://www.boannews.com/media/view.asp?idx=138226&page=2&kind=3
[카드뉴스] 2025 랜섬웨어 200% 폭증… ‘MAMONA’ 무흔적 공격까지 차단하는 제로 트러스트,https://www.boannews.com/media/view.asp?idx=138225&page=3&kind=1
단통법 10년 만에 폐지…이통사·유통점 추가지원금 자율화,https://www.boannews.com/media/view.asp?idx=138218&page=3&kind=2
[IP人] 金 특허청장, 日 변리사회장 접견,https://www.boannews.com/media/view.asp?idx=138224&page=3&kind=2
K-항공보안 역량, 프놈펜 신공항 개항 앞둔 캄보디아와 공유,https://www.boannews.com/media/view.asp?idx=138223&page=3&kind=3
2025 미래항공보안포럼 성료, 진화하는 항공위협에 대응하는 K-항공보안 미래를 논하다,https://www.boannews.com/media/view.asp?idx=138222&page=3&kind=2
씨게이트, 30TB 드라이브 출시로 글로벌 데이터센터 AI 스토리지 수요 증대 대응,https://www.boannews.com/media/view.asp?idx=138221&page=3&kind=3
“민생회복 소비쿠폰 안내 문자에 URL 없어요”…KISA, 디지털 범죄 차단 나선다,https://www.boannews.com/media/view.asp?idx=138220&page=3&kind=2
배경훈 신임 과기정통부 장관 “AI 누구나 활용하는 환경 조성할 것”,https://www.boannews.com/media/view.asp?idx=138219&page=3&kind=2
[단독] SGI서울보증 랜섬웨어, 최초 침투 경로는 ‘SSL-VPN’…로그인 횟수 제동 장치 없었다,https://www.boannews.com/media/view.asp?idx=138214&page=3&kind=1
우크라이나 해커들, 러시아 드론 업체 ‘가스카르 그룹’ 대규모 해킹,https://www.boannews.com/media/view.asp?idx=138216&page=3&kind=1
휴가철 여행자 데이터, 다크웹 거래 급증,https://www.boannews.com/media/view.asp?idx=138217&page=3&kind=1
서울과기대, K-방위산업의 미래 우수인재 양성 플랫폼 및 성과 발표,https://www.boannews.com/media/view.asp?idx=138215&page=3&kind=3
넷앤드 키관리 솔루션 ‘SecureKey’, 사용성 높이고 보안성은 강화했다,https://www.boannews.com/media/view.asp?idx=138213&page=3&kind=3
레드펜소프트-굿모닝아이텍, SW 공급망 보안 시장 공략 협력,https://www.boannews.com/media/view.asp?idx=138211&page=3&kind=3
[SGI서울보증 랜섬웨어] SGI서울보증, 해킹 사흘 만에 운영 재개,https://www.boannews.com/media/view.asp?idx=138212&page=3&kind=1
청주랜드 어린이체험관 해킹…이름·자택주소 등 개인정보 6만여 건 유출,https://www.boannews.com/media/view.asp?idx=138208&page=3&kind=1
‘온-나라 공문서 제약 없이 듣는다’…보이스아이, 공문서 문자음성변환 서비스 확대,https://www.boannews.com/media/view.asp?idx=138209&page=3&kind=3
이글루코퍼레이션, 보안 AI에이전트 ‘에어’에 챗봇·분석 추가,https://www.boannews.com/media/view.asp?idx=138210&page=3&kind=3
클럼엘, 인베스트서울 ‘CORE 100’ 선정... 글로벌 투자 유치 본격화,https://www.boannews.com/media/view.asp?idx=138207&page=3&kind=3
