Title,Link
한국재난안전산업협회, 창립 후 첫 설명회 개최... 운영방안과 사업 방향성 제시,https://www.boannews.com/media/view.asp?idx=134225&page=1&kind=2
[단독] 한국지능정보사회진흥원, 관리자계정 유출로 외교부·행안부 등 소스코드 파일 털렸다! 현재 조사중,https://www.boannews.com/media/view.asp?idx=134220&page=1&kind=2
킬섹 랜섬웨어 그룹, 서울프라퍼티인사이트(SPI) 자료 2차례에 걸쳐 공개... SPI “해킹 아닌 자료 유출”,https://www.boannews.com/media/view.asp?idx=133935&page=1&kind=1
‘2024 시드니 홈쇼’를 통해 본 호주 스마트홈 시장 트렌드,https://www.boannews.com/media/view.asp?idx=134069&page=1&kind=3
[오늘의 보안 영어] uncharted waters,https://www.boannews.com/media/view.asp?idx=134218&page=1&kind=1
암호화폐 믹서 서비스 제공자, 10년 동안 자금 세탁하고 체포돼,https://www.boannews.com/media/view.asp?idx=134217&page=1&kind=1
최근 공격 트렌드, “집 압축을 연쇄적으로 실시해 탐지를 피한다”,https://www.boannews.com/media/view.asp?idx=134216&page=1&kind=1
미국의 소비자금융보호국, 직원들에게 전화기 사용 자제 권고,https://www.boannews.com/media/view.asp?idx=134215&page=1&kind=1
엑셀 파일 이용해 멀웨어 퍼트리는 공격자들, 각종 정보 가져가,https://www.boannews.com/media/view.asp?idx=134214&page=1&kind=1
경기북부경찰청, 보이스피싱 대포폰 밀반출 및 자금세탁 조직 검거,https://www.boannews.com/media/view.asp?idx=134213&page=1&kind=1
티피링크, 유무선 연결 지원 홈 카메라 ‘Tapo C222’ 출시,https://www.boannews.com/media/view.asp?idx=134221&page=1&kind=3
인터넷신문윤리위원회, ‘2024 대학신문 생명존중 기사공모전’ 수상결과 발표,https://www.boannews.com/media/view.asp?idx=134219&page=1&kind=2
숭실대·카이스트·성균관대·유니스트, ‘개인정보보호 강화 기술연구개발사업’ 연구개발 스타트,https://www.boannews.com/media/view.asp?idx=134206&page=1&kind=5
컴이넷, 사우디아라비아에 양자 CCTV 시스템 본격 진출,https://www.boannews.com/media/view.asp?idx=134212&page=1&kind=3
로그프레소, 카카오클라우드 서울 리전에 SIEM 서비스 정식 런칭,https://www.boannews.com/media/view.asp?idx=134211&page=1&kind=3
이스트시큐리티, 파주 세경고 학생 대상 AI·보안 선도기업 탐방 진행,https://www.boannews.com/media/view.asp?idx=134209&page=1&kind=3
SK쉴더스, 출퇴근까지 보안의 영역 확장해 근로자 안전 지원,https://www.boannews.com/media/view.asp?idx=134210&page=1&kind=3
에스원, 영상기기 이상 모니터링 서비스 선보여,https://www.boannews.com/media/view.asp?idx=134208&page=1&kind=3
금융권 사이버 침해위협 분석대회 ‘FIESTA 2024’ 성료,https://www.boannews.com/media/view.asp?idx=134207&page=1&kind=2
소프트웨어 개발사가 진짜 나쁜 놈이라던 CISA, 어떤 보안 대책 제시했나,https://www.boannews.com/media/view.asp?idx=133106&page=1&kind=4
[개인정보 보호법 해석 사례-②] CCTV 영상정보와 가명정보, 어떻게 보호받고 있을까?,https://www.boannews.com/media/view.asp?idx=134193&page=1&kind=2
[한국의 사이버 안보전략 토론문-1] 국방사이버안보전략의 현황과 과제,https://www.boannews.com/media/view.asp?idx=134060&page=1&kind=6
스마트시티 건설 계획으로 본 오만의 현재와 미래,https://www.boannews.com/media/view.asp?idx=133956&page=1&kind=4
일론스 랜섬웨어, 특정 보안 SW 무력화시키고 파일 암호화 공격,https://www.boannews.com/media/view.asp?idx=134203&page=1&kind=1
개인정보위, 개인정보보호책임자협의회와 ‘개인정보 정책포럼’ 공동 개최,https://www.boannews.com/media/view.asp?idx=134205&page=1&kind=2
북한, 8일부터 서해 일대에서 GPS 전파 교란 중... 국민행동요령은?,https://www.boannews.com/media/view.asp?idx=134202&page=1&kind=1
차세대 차량 개발 위한 블랙베리 QNX의 미들웨어 ‘QNX SDP 8.0’,https://www.boannews.com/media/view.asp?idx=134201&page=1&kind=3
[한 주를 관통하는 보안 소식] 2024년 11월 1주차, ‘트럼프의 불길’,https://www.boannews.com/media/view.asp?idx=134133&page=1&kind=1
[사회&보안] 먹고 난 자리를 치우고 가라는 식당의 신박한 셀프서비스와 보안,https://www.boannews.com/media/view.asp?idx=134114&page=1&kind=1
