Title,Link
北 김수키, 최신 공격 사례... RDP Wrapper 악용 및 PebbleDash 악성코드 유포,https://www.boannews.com/media/view.asp?idx=134328&page=1&kind=1
[개인정보 보호법 해석 사례-③] 공공과 민간의 개인정보 처리, 어디까지 허용될까?,https://www.boannews.com/media/view.asp?idx=134268&page=1&kind=2
한국사이버안보학회 기술정책연구위원회, ‘디지털 플랫폼 시대 사이버보안’ 이슈 논의,https://www.boannews.com/media/view.asp?idx=134294&page=1&kind=2
[한국의 사이버 안보전략 토론문-2] 한국 사이버안보전략의 4가지 핵심과제,https://www.boannews.com/media/view.asp?idx=134222&page=1&kind=2
플레인비트 김진국 대표, “암호화폐, 크로스체인 브릿지 활용한 자금 세탁 증가”,https://www.boannews.com/media/view.asp?idx=134295&page=1&kind=3
구글 클라우드 “2025년 사이버 보안 위협, BIG 4 북·중·러·이란 공격 거세질 것”,https://www.boannews.com/media/view.asp?idx=134330&page=1&kind=1
학생 개인정보 유출한 순천향대·경성대, 과징금 2억 3,580만원 부과,https://www.boannews.com/media/view.asp?idx=134339&page=1&kind=2
관계부처 합동 IP카메라 보안강화 방안 발표 “안전한 IP카메라 이용환경 조성”,https://www.boannews.com/media/view.asp?idx=134341&page=1&kind=2
김건 의원 “전 세계에서 논의하는 신흥안보 주제는 AI와 사이버안보”,https://www.boannews.com/media/view.asp?idx=134342&page=1&kind=2
[오늘의 보안 영어] come roaring back,https://www.boannews.com/media/view.asp?idx=134335&page=1&kind=1
유니온커뮤니티-마일스톤 시스템즈, 공동 파트너 컨퍼런스 성료,https://www.boannews.com/media/view.asp?idx=134329&page=1&kind=3
안랩, ‘디지털포렌식 챌린지 2024’에서 다수 입상,https://www.boannews.com/media/view.asp?idx=134331&page=1&kind=3
와이즈콘, 차세대 통합 주차유도 솔루션 ‘WisePARK’ 출시,https://www.boannews.com/media/view.asp?idx=134324&page=1&kind=3
펜타시큐리티, 두바이에서 중동 사이버보안 시장 진출 본격화,https://www.boannews.com/media/view.asp?idx=134336&page=1&kind=3
MS, 2024년 AI 5대 트렌드 공유... “AI는 글로벌 산업 생산성 강화와 혁신 주도”,https://www.boannews.com/media/view.asp?idx=134338&page=1&kind=3
이지서티 심기창 의장, ‘2024 중소기업 기술·경영 혁신대전’에서 대통령 표창,https://www.boannews.com/media/view.asp?idx=134340&page=1&kind=3
과기정통부, 2024 K-데이터사이언스 컨퍼런스&해커톤 개최,https://www.boannews.com/media/view.asp?idx=134323&page=1&kind=2
과기정통부 장관, 통신3사 대표와 불법 스팸 근절 등 통신현안 논의,https://www.boannews.com/media/view.asp?idx=134318&page=1&kind=2
특허청, 부산대·전북대·제주대 ‘IP중점대학’에서 지식재산 인재 키운다,https://www.boannews.com/media/view.asp?idx=134303&page=1&kind=2
행안부, ‘디지털행정서비스 국민신뢰 제고 대책’ 이행 상황 현장에서 점검한다,https://www.boannews.com/media/view.asp?idx=134305&page=1&kind=2
해수부, 자율주행차의 선박 선적·하역 자동화 기술 시연,https://www.boannews.com/media/view.asp?idx=134306&page=1&kind=2
민·관 협력을 통한 디지털정부 혁신, IT 기업과 함께 논의한다,https://www.boannews.com/media/view.asp?idx=134308&page=1&kind=2
AI 시대 정부혁신 방향, ‘정부박람회’에서 논의한다,https://www.boannews.com/media/view.asp?idx=134307&page=1&kind=2
디자인산업 대전환, 인공지능으로 시동건다,https://www.boannews.com/media/view.asp?idx=134309&page=1&kind=2
LG전자, 환경부와 손잡고 가상현실 안전교육 화학사고 대응 역량 높인다,https://www.boannews.com/media/view.asp?idx=134310&page=1&kind=2
김포시-연세대, 자율교과목 만든다... AI·SW 특화교육도시 ‘성큼’,https://www.boannews.com/media/view.asp?idx=134311&page=1&kind=2
무보, 디지털 혁신으로 무역 사고 예방 이끈다,https://www.boannews.com/media/view.asp?idx=134312&page=1&kind=2
성남시, 정보보안 관리실태 평가 3년 연속 우수기관 선정,https://www.boannews.com/media/view.asp?idx=134314&page=1&kind=2
전남교육청, 쉽고 빠른 보도자료 작성 돕는 ‘전남교육 홍보봇’ 운영,https://www.boannews.com/media/view.asp?idx=134313&page=1&kind=2
GC, 생성형 AI 표준 플랫폼 ‘Hey.GC’ 구축... AI 활용 경쟁력 강화,https://www.boannews.com/media/view.asp?idx=134315&page=1&kind=3
KAIST, 단독 보안 학술대회 ‘Security@KAIST Fair’ 개최,https://www.boannews.com/media/view.asp?idx=134316&page=2&kind=2
IBM, 새로운 과학적 가치와 양자 우위 촉진하는 최첨단 양자 컴퓨터 출시,https://www.boannews.com/media/view.asp?idx=134320&page=2&kind=3
KAIST, 천천히 걸음 속도 높여도 다 아는 인공지능 기술개발,https://www.boannews.com/media/view.asp?idx=134317&page=2&kind=5
맥OS 환경에서 멀웨어를 퍼트리는 새로운 기법 발견돼,https://www.boannews.com/media/view.asp?idx=134334&page=2&kind=1
하마스에 친화적인 해킹 그룹, 이스라엘에 삭제형 멀웨어 퍼트려,https://www.boannews.com/media/view.asp?idx=134333&page=2&kind=1
쉬링크로커 랜섬웨어의 복호화 도구 무료로 배포한 비트디펜더,https://www.boannews.com/media/view.asp?idx=134332&page=2&kind=1
사이버안보연구소, 대전대학교 미래복합안보연구소와 업무협약 체결,https://www.boannews.com/media/view.asp?idx=134321&page=2&kind=2
ADT캡스, 올해로 25년째 이어온 수능 당일 ‘수험생 특별 호송 서비스’ 진행,https://www.boannews.com/media/view.asp?idx=134319&page=2&kind=3
포티넷, 2024년 3분기 실적, 전년 동기 대비 13.0% 증가,https://www.boannews.com/media/view.asp?idx=134325&page=2&kind=3
지니언스, 2024 3Q 영업이익 전년比 661% 오른 22억 원 달성,https://www.boannews.com/media/view.asp?idx=134322&page=2&kind=3
이글루코퍼레이션, 제2회 개발자 컨퍼런스 ‘IDC 2024’ 성료,https://www.boannews.com/media/view.asp?idx=134326&page=2&kind=3
