Title,Link
[정보세계정치학회 칼럼] 뉴스페이스 시대의 우주 데이터와 안보, 그리고 한국의 과제,https://www.boannews.com/media/view.asp?idx=134390&page=1&kind=6
팔로알토네트웍스의 팬OS에서 발견된 제로데이 취약점, 아직 패치 안 돼,https://www.boannews.com/media/view.asp?idx=134400&page=1&kind=1
피싱 공격자들 사이에서 다시 유행하고 있는 SVG 파일 활용,https://www.boannews.com/media/view.asp?idx=134399&page=1&kind=1
바이든 행정부, 최후의 보안 가이드라인에서 인공지능 다뤄,https://www.boannews.com/media/view.asp?idx=134398&page=1&kind=1
사람에게 죽으라고 제안하는 구글의 인공지능, 제미나이,https://www.boannews.com/media/view.asp?idx=134397&page=1&kind=1
러-우 전쟁 격화 속 전 세계 사이버전도 치열... 독일·미국 타깃 러시아·중국 해커 공격,https://www.boannews.com/media/view.asp?idx=134388&page=1&kind=1
국방부·법원 마비시킨 친러 핵티비스트 그룹의 무기 ‘디도시아’ 분석해보니,https://www.boannews.com/media/view.asp?idx=134387&page=1&kind=1
전자금융 분야 다층보안체계 도입과 망분리 개선 노력, 어떤 게 있나,https://www.boannews.com/media/view.asp?idx=134355&page=1&kind=2
[한국의 사이버 안보전략 토론문-3] 사이버 보안 업계 현황과 인력 문제,https://www.boannews.com/media/view.asp?idx=134298&page=1&kind=2
[한 주를 관통하는 보안 소식] 2024년 11월 2주차, ‘사냥’,https://www.boannews.com/media/view.asp?idx=134337&page=1&kind=1
사이테크놀로지스, CES 2025 혁신상 수상하며 글로벌 비즈니스 본격화,https://www.boannews.com/media/view.asp?idx=134404&page=1&kind=3
조달청, 2024년 정보통신기술 서비스 분야 기업 건의사항 개선,https://www.boannews.com/media/view.asp?idx=134402&page=1&kind=2
경찰청, 불법사금융 단속강화 특별 지시... 내년 10월까지 특별단속 연장,https://www.boannews.com/media/view.asp?idx=134396&page=1&kind=2
SKT, AI 스팸 탐지·대응 기술로 ‘CES 2025 최고 혁신상’ 수상,https://www.boannews.com/media/view.asp?idx=134395&page=1&kind=3
KISA, 사이버보안 인재 양성 프로젝트 연계 통합 해커톤 개최,https://www.boannews.com/media/view.asp?idx=134394&page=1&kind=2
국정원·우주항공청, ‘위성활용콘퍼런스 2024’ 공동 개최,https://www.boannews.com/media/view.asp?idx=134393&page=1&kind=2
KISIA, 과기정통부와 함께 해외 인력양성 2기 수료식 개최,https://www.boannews.com/media/view.asp?idx=134392&page=1&kind=2
플랜티넷, 3분기 영업익 전년비 13.5% 증가... 핵심 사업 집중해 수익성 개선,https://www.boannews.com/media/view.asp?idx=134389&page=1&kind=3
과기정통부의 사이버보안 핵심 정책 방향 4가지,https://www.boannews.com/media/view.asp?idx=134373&page=1&kind=2
3D 가상인간 기업 오모션, 문체부·서울시·신보 3연속 수상,https://www.boannews.com/media/view.asp?idx=134376&page=1&kind=3
강원도, 2024 정보통신기술 이노베이션스퀘어 해커톤 대회 개최,https://www.boannews.com/media/view.asp?idx=134384&page=1&kind=2
화성시, 전국 최초 AI 영상관제시스템 구축,https://www.boannews.com/media/view.asp?idx=134385&page=1&kind=2
삼성전자, CES 2025 혁신상 대거 수상,https://www.boannews.com/media/view.asp?idx=134383&page=1&kind=3
통신서비스 관련 피해로 불편을 겪으셨다면 분쟁조정위를 찾아주세요,https://www.boannews.com/media/view.asp?idx=134382&page=1&kind=2
정부와 8개 법률회사, 스타트업 해외 진출 동반자가 되다,https://www.boannews.com/media/view.asp?idx=134381&page=1&kind=2
방사청·국기연, ‘2024 국방핵심기술 기획·성과 컨퍼런스’ 개최,https://www.boannews.com/media/view.asp?idx=134380&page=1&kind=2
AI로 세무 상담하고 해커 잡는 국세청... 깜짝 놀란 전 세계 50여개 국세청장,https://www.boannews.com/media/view.asp?idx=134379&page=1&kind=2
방통위, 인공지능 발전과 이용자 보호 간 균형점 모색한다,https://www.boannews.com/media/view.asp?idx=134378&page=1&kind=2
과기정통부, ‘대한민국 인터넷 대상’ 및 ‘2024 디지털 혁신상’ 시상식 개최,https://www.boannews.com/media/view.asp?idx=134377&page=1&kind=2
[인사] 한전KDN, 제14대 박상형 신임 사장 취임,https://www.boannews.com/media/view.asp?idx=134375&page=1&kind=2
대단히 은밀하고 비밀스러운 랜섬웨어 이미르, 타 조직과 파트너십 맺고 움직여,https://www.boannews.com/media/view.asp?idx=134374&page=2&kind=1
모카시스템, 혁신적인 출입통제 기술로 2024 도시·지역혁신대상 행안부 장관상 수상,https://www.boannews.com/media/view.asp?idx=134372&page=2&kind=3
한국영상정보연구조합, 2024년 제3차 업계 협력 네트워킹 데이 개최,https://www.boannews.com/media/view.asp?idx=134370&page=2&kind=3
도청·불법촬영 예방교육센터, 불법촬영 탐지교육 1기 교육 성료,https://www.boannews.com/media/view.asp?idx=134371&page=2&kind=2
엘림광통신, 초고속 인증 아파트 맞춤형 L2스위치 출시,https://www.boannews.com/media/view.asp?idx=134368&page=2&kind=3
안랩, 임직원 업무 효율성 향상 위해 AI 챗봇 ‘GENIE’ 도입,https://www.boannews.com/media/view.asp?idx=134366&page=2&kind=1
블랙프라이데이라는 쇼핑 시즌 노리는 중국 해커, 4천 개 넘는 덫 설치,https://www.boannews.com/media/view.asp?idx=134369&page=2&kind=1
오랜 시간 물밑에서 퍼지고 있는 위협 ‘시팅덕스’, DNS 관리 강화로 예방해야,https://www.boannews.com/media/view.asp?idx=134367&page=2&kind=1
[이슈 인터뷰] AI안전연구소 김명주 초대소장, “안전한 AI 사용 국가 만들 것”,https://www.boannews.com/media/view.asp?idx=134343&page=2&kind=2
