Title,Link
삼성전자, 털렸다...獨서 고객DB 대량 유출,https://www.boannews.com/media/view.asp?idx=136726&page=1&kind=1
[배종찬의 보안 빅데이터] 의료 공백보다 천 배 더 무서운 ‘의료 해킹’,https://www.boannews.com/media/view.asp?idx=136723&page=1&kind=1
여심일 다후아코리아 지사장, “한국 진출 10년, 더 안전하고 스마트한 사회를 꿈꿔”,https://www.boannews.com/media/view.asp?idx=136718&page=1&kind=3
2025년 4월 물리·정보보안 기업 어떤 인재 찾고 있나?,https://www.boannews.com/media/view.asp?idx=136721&page=1&kind=3
‘악어’ 조심하세요...안드로이드 금융앱 겨냥 新트로이목마,https://www.boannews.com/media/view.asp?idx=136716&page=1&kind=1
[특별 기고] 예측불허 AI, 강력 데이터 거버넌스로 주도권 잡아라,https://www.boannews.com/media/view.asp?idx=136715&page=1&kind=1
래안텍, 씨게이트와 최고의 스토리지 솔루션으로 고객 요구에 완벽 대응,https://www.boannews.com/media/view.asp?idx=136700&page=1&kind=3
[한국정보공학기술사 보안을 論하다-12] 스타트업도 보안 전략이 필요하다,https://www.boannews.com/media/view.asp?idx=136713&page=1&kind=3
KISA, “계정 탈취형 스미싱 급증”.. 2차 피해 주의 당부,https://www.boannews.com/media/view.asp?idx=136702&page=1&kind=2
안랩블록체인컴퍼니, 블록체인 지갑 클립 인수,https://www.boannews.com/media/view.asp?idx=136706&page=1&kind=3
립부 탄 인텔 CEO, “1.8나노 공정 테이프아웃 임박...엔지니어링 중심 회사로 돌아갈 것”,https://www.boannews.com/media/view.asp?idx=136730&page=1&kind=3
보안 담당자 64% AI ‘정확성’ 최우선으로 꼽아..엠클라우독 AI 실태 조사,https://www.boannews.com/media/view.asp?idx=136729&page=1&kind=3
인텔리빅스, AI 영상관제로 안산 시민 안전 지킨다,https://www.boannews.com/media/view.asp?idx=136728&page=1&kind=1
조달청, 우수조달물품제도 개선 통해 기업하기 좋은 환경 조성,https://www.boannews.com/media/view.asp?idx=136727&page=1&kind=2
KISIA, 보안 SW 개발자 육성 프로그램 ‘S-개발자’ 3기 발대식 진행,https://www.boannews.com/media/view.asp?idx=136725&page=1&kind=2
과기정통부, 우수 정보보호 기술·제품 공모…이달말까지 접수,https://www.boannews.com/media/view.asp?idx=136724&page=1&kind=2
KT텔레캅, 전기차 충전소 보안 솔루션 ‘EV-Safer’ 선봬,https://www.boannews.com/media/view.asp?idx=136722&page=1&kind=1
안랩, 올해 첫 AV-TEST서 만점 획득,https://www.boannews.com/media/view.asp?idx=136720&page=1&kind=3
창성에이스산업, 산불 화재 감지 카메라 시스템,https://www.boannews.com/media/view.asp?idx=136719&page=1&kind=3
카스퍼스키, 구글 크롬서 ‘제로데이’ 취약점 발견,https://www.boannews.com/media/view.asp?idx=136717&page=1&kind=1
시큐아이, 파트너스 데이 개최...올해 사업 방향성 공유,https://www.boannews.com/media/view.asp?idx=136714&page=1&kind=3
국민 10명 중 7명, “AI가 개인정보 침해”...개인정보위 조사 결과,https://www.boannews.com/media/view.asp?idx=136710&page=1&kind=2
알에프코리아, 듀얼 열화상 산불 자동감지 시스템,https://www.boannews.com/media/view.asp?idx=136709&page=1&kind=3
