Title,Link
류광준 과기정통부 본부장, ＂AI 연구개발, 지원 확대＂ 약속,https://www.boannews.com/media/view.asp?idx=136397&page=1&kind=1
[SECON & eGISEC 2025] ④2025 산업보안 트렌드,https://www.boannews.com/media/view.asp?idx=136365&page=1&kind=1
KIAST, 신임 원장에 황호원 항공대 교수 임명,https://www.boannews.com/media/view.asp?idx=136386&page=1&kind=2
[사람과 보안] AI라는 도구를 활용하는 ‘호모 파베르’의 자세,https://www.boannews.com/media/view.asp?idx=136387&page=1&kind=1
블랙야크, 약 34만2253명 개인정보 유출,https://www.boannews.com/media/view.asp?idx=136385&page=1&kind=1
[SECON & eGISEC 2025] ③2025년 정보보호 R&D 기술이전 설명회,https://www.boannews.com/media/view.asp?idx=136363&page=1&kind=1
2025년 3월 물리·정보보안 기업 어떤 인재 찾고 있나?,https://www.boannews.com/media/view.asp?idx=136372&page=1&kind=3
[유경동의 IP전략] 火車에 대처하는 특허의 자세,https://www.boannews.com/media/view.asp?idx=136360&page=1&kind=1
[bnTV] 관세 전쟁 포화, 기술주 위기로.. 빅테크·AI ‘충격’,https://www.boannews.com/media/view.asp?idx=136367&page=1&kind=3
씨게이트, 초소형 SSD 출시..엄지손가락 크기에 2TB,https://www.boannews.com/media/view.asp?idx=136366&page=1&kind=1
[인사] 한국전자통신연구원(ETRI),https://www.boannews.com/media/view.asp?idx=136395&page=1&kind=1
SK쉴더스-KB데이타시스템, 금융 보안 ‘맞손’,https://www.boannews.com/media/view.asp?idx=136394&page=1&kind=3
[미리보는 eGISEC 2025] 에브리존,https://www.boannews.com/media/view.asp?idx=136393&page=1&kind=3
[미리보는 eGISEC 2025] 스콥정보통신,https://www.boannews.com/media/view.asp?idx=136392&page=1&kind=3
[미리보는 eGISEC 2025] 센티넬원,https://www.boannews.com/media/view.asp?idx=136391&page=1&kind=3
[미리보는 eGISEC 2025] 새빛엠엔에스,https://www.boannews.com/media/view.asp?idx=136390&page=1&kind=3
[미리보는 eGISEC 2025] 모니터랩,https://www.boannews.com/media/view.asp?idx=136389&page=1&kind=3
아마노코리아, KLPGA 프로골퍼 최은우·김리안 후원 계약 체결,https://www.boannews.com/media/view.asp?idx=136371&page=1&kind=3
LGU+, ‘사람 중심 AI’ 제시..고객신뢰 시작점,https://www.boannews.com/media/view.asp?idx=136379&page=1&kind=3
[미리보는 eGISEC 2025] 휴네시온,https://www.boannews.com/media/view.asp?idx=136388&page=1&kind=3
한국정보통신자격협회, 국가공인 영상정보관리사 공로자 공로패 수여,https://www.boannews.com/media/view.asp?idx=136370&page=1&kind=3
성신여대, ‘사이버 女전사’ 산실,https://www.boannews.com/media/view.asp?idx=136359&page=1&kind=1
아카마이, 기업용 ‘매니지드 컨테이너 서비스’ 출시,https://www.boannews.com/media/view.asp?idx=136364&page=1&kind=3
[SECON & eGISEC 2025] ②디지털 행정서비스 장애 진단·복구 세미나,https://www.boannews.com/media/view.asp?idx=136362&page=1&kind=1
[카드뉴스] 2025년 보안 혁신! 하이브리드 보안 솔루션 TOP 5,https://www.boannews.com/media/view.asp?idx=136358&page=1&kind=1
박현우 라온시큐어 보안개발본부장 “PQC 대전환 준비하라”..기존 암호체계 용도폐기,https://www.boannews.com/media/view.asp?idx=136346&page=1&kind=1
