Title,Link
엔피코어, ‘SECON & eGISEC 2025’ 콘퍼런스 참가..자사 솔루션 소개,https://www.boannews.com/media/view.asp?idx=136625&page=1&kind=3
“텔레그램 보안 취약점 400만달러에 사요”...러 기업, 공개 구매 나서,https://www.boannews.com/media/view.asp?idx=136622&page=1&kind=3
[인터뷰] 이명 넷앤드 상무 “클라우드 기반 보안 솔루션 강화할 것”,https://www.boannews.com/media/view.asp?idx=136621&page=1&kind=3
선 넘는 트럼프...‘사이버보안’ 등 국가안보에 경제·효율만 강조,https://www.boannews.com/media/view.asp?idx=136614&page=1&kind=1
[배종찬의 보안 빅데이터] 북한 해킹 그룹이 노리는 K-방산·K-반도체,https://www.boannews.com/media/view.asp?idx=136613&page=1&kind=1
동남아 온라인 로맨스 사기단 2명 징역형,https://www.boannews.com/media/view.asp?idx=136612&page=1&kind=1
[여기는 킨텍스] 원우이엔지, 신규 AF 줌 모듈 첫선,https://www.boannews.com/media/view.asp?idx=136611&page=1&kind=3
[여기는 킨텍스] 버카다, 물리-사이버 경계 없는 보안 시스템 제시,https://www.boannews.com/media/view.asp?idx=136610&page=1&kind=3
[bnTV] 여기는 킨텍스, eGISEC 2025 참가 보안상장기업 주가는?,https://www.boannews.com/media/view.asp?idx=136609&page=1&kind=1
[여기는 킨텍스] “뭐하는 부스에요?”...IP코드, 특허 상담 눈길,https://www.boannews.com/media/view.asp?idx=136608&page=1&kind=1
유니온커뮤니티, SECON 2025에서 생체인식 통합서버 솔루션으로 주목,https://www.boannews.com/media/view.asp?idx=136632&page=1&kind=3
싸이터, 한-일 양국 선급으로부터 선박 사이버보안 기술인증 획득,https://www.boannews.com/media/view.asp?idx=136631&page=1&kind=3
개인정보위, “오픈소스 AI 스타트업 데이터 활용 불안 덜겠다”..中 딥시크 등과 소통·협력,https://www.boannews.com/media/view.asp?idx=136630&page=1&kind=2
과기정통부, 사이버보안 펀드 운용사 공모..200억원 규모 추가 조성,https://www.boannews.com/media/view.asp?idx=136626&page=1&kind=2
씨프로, 첨단 딥 러닝 기술 활용한 AI 코너 돔 IP 카메라,https://www.boannews.com/media/view.asp?idx=136629&page=1&kind=3
노르마-경상국립대, 항공우주 양자기술 공동연구,https://www.boannews.com/media/view.asp?idx=136628&page=1&kind=3
